date,vehicle_total
2018-01-01,266002
2018-01-02,494327
2018-01-03,513840
2018-01-04,547722
2018-01-05,566087
2018-01-06,412555
2018-01-07,339696
2018-01-08,585149
2018-01-09,603811
2018-01-10,618311
2018-01-11,621117
2018-01-12,632132
2018-01-13,432315
2018-01-14,371770
2018-01-15,600444
2018-01-16,606974
2018-01-17,599269
2018-01-18,606894
2018-01-19,656955
2018-01-20,440588
2018-01-21,370171
2018-01-22,612219
2018-01-23,629990
2018-01-24,644013
2018-01-25,643586
2018-01-26,659171
2018-01-27,480721
2018-01-28,382384
2018-01-29,610785
2018-01-30,630460
2018-01-31,622333
2018-02-01,632758
2018-02-02,640002
2018-02-03,450143
2018-02-04,350353
2018-02-05,600004
2018-02-06,629694
2018-02-07,630704
2018-02-08,583067
2018-02-09,595452
2018-02-10,382450
2018-02-11,297404
2018-02-12,411632
2018-02-13,590457
2018-02-14,621807
2018-02-15,589754
2018-02-16,633890
2018-02-17,440673
2018-02-18,395801
2018-02-19,603132
2018-02-20,617798
2018-02-21,634799
2018-02-22,640556
2018-02-23,660336
2018-02-24,476084
2018-02-25,389423
2018-02-26,589740
2018-02-27,608705
2018-02-28,615069
2018-03-01,625048
2018-03-02,638469
2018-03-03,441620
2018-03-04,379626
2018-03-05,611926
2018-03-06,629100
2018-03-07,624981
2018-03-08,630231
2018-03-09,652885
2018-03-10,491067
2018-03-11,415693
2018-03-12,612174
2018-03-13,616447
2018-03-14,641363
2018-03-15,648301
2018-03-16,657505
2018-03-17,436418
2018-03-18,383511
2018-03-19,639523
2018-03-20,627605
2018-03-21,654744
2018-03-22,642743
2018-03-23,677095
2018-03-24,501666
2018-03-25,410472
2018-03-26,624442
2018-03-27,617805
2018-03-28,620731
2018-03-29,635844
2018-03-30,385666
2018-03-31,415147
2018-04-01,372847
2018-04-02,408446
2018-04-03,620719
2018-04-04,624867
2018-04-05,638565
2018-04-06,653951
2018-04-07,490168
2018-04-08,435434
2018-04-09,647332
2018-04-10,655464
2018-04-11,661478
2018-04-12,678521
2018-04-13,684493
2018-04-14,493577
2018-04-15,430945
2018-04-16,631062
2018-04-17,646859
2018-04-18,657876
2018-04-19,670004
2018-04-20,675765
2018-04-21,485848
2018-04-22,427943
2018-04-23,638108
2018-04-24,647511
2018-04-25,652317
2018-04-26,662755
2018-04-27,685982
2018-04-28,521144
2018-04-29,423932
2018-04-30,572542
2018-05-01,361178
2018-05-02,651773
2018-05-03,660277
2018-05-04,660166
2018-05-05,502519
2018-05-06,459926
2018-05-07,633571
2018-05-08,647055
2018-05-09,674304
2018-05-10,364990
2018-05-11,566088
2018-05-12,459895
2018-05-13,442527
2018-05-14,633741
2018-05-15,648940
2018-05-16,658311
2018-05-17,658942
2018-05-18,672525
2018-05-19,457393
2018-05-20,386149
2018-05-21,376112
2018-05-22,612906
2018-05-23,625814
2018-05-24,636970
2018-05-25,626583
2018-05-26,478872
2018-05-27,411953
2018-05-28,634091
2018-05-29,621682
2018-05-30,675738
2018-05-31,365553
2018-06-01,558532
2018-06-02,442686
2018-06-03,429203
2018-06-04,628871
2018-06-05,634648
2018-06-06,640230
2018-06-07,638065
2018-06-08,651766
2018-06-09,457409
2018-06-10,401085
2018-06-11,623912
2018-06-12,639242
2018-06-13,655343
2018-06-14,645746
2018-06-15,667546
2018-06-16,459106
2018-06-17,393215
2018-06-18,623257
2018-06-19,637787
2018-06-20,638009
2018-06-21,653150
2018-06-22,654664
2018-06-23,462783
2018-06-24,425421
2018-06-25,630285
2018-06-26,640752
2018-06-27,609374
2018-06-28,657723
2018-06-29,668634
2018-06-30,497661
2018-07-01,451789
2018-07-02,628202
2018-07-03,630913
2018-07-04,648914
2018-07-05,650207
2018-07-06,666318
2018-07-07,499116
2018-07-08,459933
2018-07-09,646370
2018-07-10,643268
2018-07-11,642359
2018-07-12,671581
2018-07-13,659365
2018-07-14,498087
2018-07-15,429390
2018-07-16,624964
2018-07-17,635414
2018-07-18,647061
2018-07-19,656300
2018-07-20,661401
2018-07-21,479666
2018-07-22,444978
2018-07-23,617153
2018-07-24,611672
2018-07-25,617158
2018-07-26,621260
2018-07-27,627730
2018-07-28,439554
2018-07-29,416403
2018-07-30,595982
2018-07-31,606386
2018-08-01,616984
2018-08-02,621037
2018-08-03,613564
2018-08-04,449650
2018-08-05,418695
2018-08-06,590947
2018-08-07,591199
2018-08-08,613833
2018-08-09,605983
2018-08-10,625116
2018-08-11,453960
2018-08-12,422325
2018-08-13,586983
2018-08-14,598102
2018-08-15,613457
2018-08-16,611020
2018-08-17,611039
2018-08-18,457778
2018-08-19,420161
2018-08-20,600970
2018-08-21,618837
2018-08-22,633752
2018-08-23,633546
2018-08-24,640601
2018-08-25,493681
2018-08-26,465137
2018-08-27,628343
2018-08-28,652721
2018-08-29,647529
2018-08-30,662125
2018-08-31,685858
2018-09-01,550249
2018-09-02,510426
2018-09-03,628938
2018-09-04,641481
2018-09-05,650095
2018-09-06,627858
2018-09-07,660667
2018-09-08,486136
2018-09-09,452229
2018-09-10,615192
2018-09-11,629822
2018-09-12,632953
2018-09-13,646610
2018-09-14,654017
2018-09-15,511224
2018-09-16,479428
2018-09-17,629730
2018-09-18,635084
2018-09-19,645706
2018-09-20,649054
2018-09-21,655481
2018-09-22,492101
2018-09-23,405631
2018-09-24,635710
2018-09-25,653385
2018-09-26,661198
2018-09-27,654392
2018-09-28,672352
2018-09-29,524111
2018-09-30,446414
2018-10-01,623381
2018-10-02,648345
2018-10-03,396515
2018-10-04,655126
2018-10-05,649542
2018-10-06,485831
2018-10-07,414786
2018-10-08,648491
2018-10-09,635468
2018-10-10,651485
2018-10-11,661475
2018-10-12,682450
2018-10-13,523960
2018-10-14,467910
2018-10-15,635885
2018-10-16,634300
2018-10-17,636933
2018-10-18,641212
2018-10-19,655946
2018-10-20,506952
2018-10-21,461355
2018-10-22,625421
2018-10-23,626447
2018-10-24,636265
2018-10-25,648135
2018-10-26,660169
2018-10-27,505462
2018-10-28,422086
2018-10-29,639040
2018-10-30,639850
2018-10-31,660816
2018-11-01,369818
2018-11-02,587447
2018-11-03,468469
2018-11-04,431985
2018-11-05,631329
2018-11-06,620601
2018-11-07,631518
2018-11-08,645373
2018-11-09,658257
2018-11-10,473250
2018-11-11,385302
2018-11-12,624079
2018-11-13,637658
2018-11-14,649970
2018-11-15,657148
2018-11-16,656477
2018-11-17,491416
2018-11-18,422554
2018-11-19,629886
2018-11-20,632811
2018-11-21,638413
2018-11-22,656002
2018-11-23,656810
2018-11-24,459656
2018-11-25,387394
2018-11-26,630537
2018-11-27,634494
2018-11-28,644940
2018-11-29,649156
2018-11-30,680756
2018-12-01,497939
2018-12-02,415413
2018-12-03,626332
2018-12-04,647913
2018-12-05,660319
2018-12-06,653690
2018-12-07,658123
2018-12-08,488654
2018-12-09,424177
2018-12-10,655997
2018-12-11,656725
2018-12-12,648329
2018-12-13,656249
2018-12-14,672400
2018-12-15,482308
2018-12-16,375863
2018-12-17,620962
2018-12-18,656075
2018-12-19,629010
2018-12-20,627111
2018-12-21,583534
2018-12-22,432936
2018-12-23,337545
2018-12-24,318575
2018-12-25,365908
2018-12-26,398743
2018-12-27,480468
2018-12-28,484381
2018-12-29,393113
2018-12-30,316996
2018-12-31,263365
